Lender_Type,Customer_ID,Loan_ID,Loan_Type,Loan_Purpose,Loan_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Repayment_Status,NPA_Status,Pending_Amount,Non_Repayment_EMIs,Default_Date,Recovery_Status,Collateral,Guarantor,Prepayment_Option,EMI_Amount,Name,Age,Gender,Account_Type,Credit_Score,Customer_Segment,Branch_Location
NBFC,C271,L1718,Car Loan,Vehicle Purchase,3909032,12.7,48,2023-11-19,2027-10-29,Ongoing,No,3909032,2,,Active,Car,None,No,81438.0,Suresh Sharma,51,F,Current,769,Retail,Kolkata
NBFC,C480,L216,Personal Loan,Medical Expenses,1010900,7.0,48,2020-08-22,2024-08-01,Ongoing,No,1010900,3,,Active,None,Wife,No,21060.0,Amit Bansal,31,F,Savings,656,Corporate,Patna
NBFC,C1858,L735,Education Loan,Overseas Study,1216478,12.2,96,2019-04-12,2027-03-01,Ongoing,No,1216478,3,,Active,None,Father,Yes,12672.0,Deepak Singh,40,F,Savings,637,Corporate,Hyderabad
NBFC,C289,L83,Business Loan,Working Capital,2271985,10.5,96,2025-01-27,2032-12-16,Ongoing,No,2271985,4,,Active,Factory,Father,Yes,23667.0,Rajesh Rathi,21,F,Current,743,SME,Pune
NBFC,C769,L182,Home Loan,Residential Property,3301241,13.4,60,2025-01-19,2029-12-24,Ongoing,No,3301241,5,,Active,House,None,Yes,55021.0,Megha Bansal,56,M,Current,666,SME,Lucknow
NBFC,C1895,L1578,Business Loan,Business Expansion,1009394,14.1,60,2021-07-27,2026-07-01,Ongoing,No,1009394,0,,Active,Factory,Husband,No,16823.0,Rajesh Joshi,53,F,Current,656,Retail,Jaipur
NBFC,C1777,L1956,Car Loan,Vehicle Purchase,1570202,13.8,120,2025-12-25,2035-11-03,Ongoing,No,1570202,2,,Active,Car,None,No,13085.0,Sneha Rathi,34,M,Savings,621,Retail,Ahmedabad
NBFC,C1676,L66,Personal Loan,Medical Expenses,3839063,14.8,240,2021-09-25,2041-06-12,Ongoing,No,3839063,5,,Active,None,Mother,No,15996.0,Meera Patel,59,F,Savings,790,Corporate,Ahmedabad
NBFC,C1345,L1081,Car Loan,Vehicle Purchase,4479748,13.1,48,2021-12-22,2025-12-01,Ongoing,No,4479748,6,,Active,Car,Brother,No,93328.0,Vikram Bansal,47,F,Current,703,Retail,Ahmedabad
NBFC,C1476,L247,Personal Loan,Medical Expenses,2840237,10.2,60,2025-12-19,2030-11-23,Closed,No,0,0,,Closed,None,Husband,No,47337.0,Arjun Kumar,54,M,Savings,672,Corporate,Bangalore
NBFC,C926,L1036,Business Loan,Startup Funding,4111367,14.1,24,2021-06-12,2023-06-02,Ongoing,No,4111367,5,,Active,Factory,None,Yes,171307.0,Rajesh Bansal,21,F,Current,730,Corporate,Mumbai
NBFC,C9,L1485,Personal Loan,Medical Expenses,4815189,13.4,36,2022-09-20,2025-09-04,Ongoing,No,4815189,3,,Active,None,Mother,Yes,133755.0,Kunal Gupta,31,M,Current,773,Retail,Gurugram
NBFC,C615,L26,Education Loan,Higher Education,4779693,14.0,240,2024-02-14,2043-11-01,Ongoing,No,4779693,3,,Active,None,Wife,Yes,19915.0,Megha Mehta,34,M,Current,605,Corporate,Pune
NBFC,C194,L1424,Business Loan,Working Capital,4910413,7.7,24,2023-09-21,2025-09-10,Ongoing,No,4910413,5,,Active,Factory,Brother,No,204601.0,Arjun Rathi,37,M,Current,603,Corporate,Pune
NBFC,C789,L985,Home Loan,Renovation,3725691,9.8,24,2023-08-13,2025-08-02,Ongoing,No,3725691,1,,Active,House,None,Yes,155237.0,Kunal Bansal,33,M,Savings,733,Corporate,Jaipur
NBFC,C235,L841,Education Loan,Overseas Study,2861142,14.0,96,2021-01-22,2028-12-11,Ongoing,No,2861142,0,,Active,None,Father,Yes,29804.0,Sunita Patel,59,M,Current,663,SME,Kolkata
NBFC,C1544,L1029,Car Loan,Vehicle Purchase,4307458,13.1,96,2022-04-09,2030-02-26,Ongoing,No,4307458,4,,Active,Car,Father,No,44869.0,Sunita Verma,30,M,Savings,679,SME,Mumbai
NBFC,C206,L1221,Business Loan,Business Expansion,1937759,11.5,24,2019-11-15,2021-11-04,Ongoing,No,1937759,1,,Active,Factory,None,Yes,80740.0,Megha Kapoor,52,M,Current,615,Retail,Patna
NBFC,C664,L1547,Business Loan,Working Capital,1697987,14.1,240,2021-12-25,2041-09-11,Ongoing,No,1697987,4,,Active,Factory,Mother,No,7075.0,Pooja Rathi,21,F,Savings,611,Corporate,Lucknow
NBFC,C1316,L819,Business Loan,Business Expansion,4236522,11.3,36,2019-11-05,2022-10-20,Ongoing,No,4236522,3,,Active,Factory,Father,No,117681.0,Pooja Patel,52,M,Savings,637,Retail,Jaipur
NBFC,C647,L1400,Personal Loan,Medical Expenses,1793805,9.7,36,2022-04-11,2025-03-26,Ongoing,No,1793805,6,,Active,None,Brother,Yes,49828.0,Vikram Iyer,21,F,Savings,702,SME,Chennai
NBFC,C1267,L1759,Personal Loan,Debt Consolidation,2940191,8.4,96,2024-03-22,2032-02-09,Ongoing,No,2940191,3,,Active,None,Mother,Yes,30627.0,Arjun Malhotra,60,M,Savings,698,Corporate,Chennai
NBFC,C1951,L588,Business Loan,Working Capital,2631176,13.0,120,2020-08-14,2030-06-23,Defaulted,No,2631176,6,2026-01-13,Recovery,Factory,None,No,21926.0,Kunal Patel,25,F,Current,716,Retail,Chennai
NBFC,C1625,L1139,Home Loan,Residential Property,3728740,9.8,48,2024-05-28,2028-05-07,Ongoing,No,3728740,3,,Active,House,Father,Yes,77682.0,Suresh Desai,26,F,Current,700,SME,Bangalore
NBFC,C360,L824,Personal Loan,Debt Consolidation,4929693,12.0,240,2022-10-01,2042-06-18,Closed,No,0,0,,Closed,None,None,Yes,20540.0,Meera Gupta,22,M,Savings,727,Corporate,Hyderabad
NBFC,C423,L865,Car Loan,Vehicle Purchase,2901726,14.9,96,2019-10-26,2027-09-14,Ongoing,No,2901726,1,,Active,Car,Mother,Yes,30226.0,Arjun Singh,36,M,Savings,702,SME,Kolkata
NBFC,C553,L722,Business Loan,Working Capital,451449,10.5,48,2019-02-12,2023-01-22,Closed,No,0,0,,Closed,Factory,Mother,No,9405.0,Neha Mehta,35,F,Current,699,Corporate,Hyderabad
NBFC,C11,L1780,Home Loan,Renovation,246362,8.8,96,2022-12-19,2030-11-07,Ongoing,No,246362,3,,Active,House,None,Yes,2566.0,Shalini Kapoor,28,F,Savings,698,SME,Kolkata
NBFC,C1933,L469,Education Loan,Overseas Study,3369100,12.2,96,2019-04-07,2027-02-24,Closed,No,0,0,,Closed,None,Husband,Yes,35095.0,Suresh Desai,46,M,Current,601,Corporate,Hyderabad
NBFC,C863,L481,Home Loan,Renovation,4375370,12.0,96,2021-03-26,2029-02-12,Ongoing,No,4375370,2,,Active,House,Husband,Yes,45577.0,Shreya Verma,55,M,Savings,660,Corporate,Hyderabad
NBFC,C1930,L478,Personal Loan,Wedding Expenses,3791383,13.2,36,2024-05-03,2027-04-18,Ongoing,No,3791383,2,,Active,None,None,Yes,105316.0,Meera Mehta,47,F,Current,750,Corporate,Delhi
NBFC,C1077,L559,Home Loan,Residential Property,1672849,8.7,24,2020-11-01,2022-10-22,Closed,No,0,0,,Closed,House,Mother,Yes,69702.0,Neha Joshi,25,M,Current,680,SME,Hyderabad
NBFC,C134,L9,Education Loan,Overseas Study,2252484,9.7,24,2020-09-02,2022-08-23,Ongoing,No,2252484,0,,Active,None,Wife,Yes,93854.0,Deepak Gupta,21,F,Savings,729,Retail,Patna
NBFC,C239,L643,Personal Loan,Medical Expenses,727835,8.6,240,2023-06-05,2043-02-20,Ongoing,No,727835,2,,Active,None,Father,Yes,3033.0,Pooja Gupta,51,M,Savings,678,Retail,Mumbai
NBFC,C1947,L1677,Education Loan,Higher Education,2878114,7.9,24,2023-03-02,2025-02-19,Closed,No,0,0,,Closed,None,Mother,No,119921.0,Suresh Mehta,31,F,Savings,631,Corporate,Pune
NBFC,C1839,L901,Home Loan,Renovation,4485328,8.3,36,2024-03-22,2027-03-07,Closed,No,0,0,,Closed,House,None,Yes,124592.0,Rohit Nair,39,M,Current,762,Retail,Ahmedabad
NBFC,C1468,L201,Education Loan,Higher Education,623496,15.0,36,2020-05-21,2023-05-06,Ongoing,No,623496,2,,Active,None,Father,No,17319.0,Arjun Mehta,41,M,Current,648,Corporate,Lucknow
NBFC,C867,L1400,Business Loan,Working Capital,3291865,12.9,96,2024-05-31,2032-04-19,Ongoing,No,3291865,4,,Active,Factory,Husband,Yes,34290.0,Shreya Joshi,43,M,Current,641,Corporate,Bangalore
NBFC,C1537,L1972,Home Loan,Residential Property,2121174,11.6,240,2022-03-04,2041-11-19,Ongoing,No,2121174,6,,Active,House,Mother,Yes,8838.0,Sneha Iyer,36,M,Savings,766,Corporate,Patna
NBFC,C746,L1494,Car Loan,Vehicle Purchase,3993297,12.1,24,2024-08-17,2026-08-07,Defaulted,Yes,3993297,5,2025-01-20,Recovery,Car,Brother,No,166387.0,Kunal Mehta,52,F,Current,688,Corporate,Ahmedabad
NBFC,C1607,L445,Home Loan,Residential Property,4723039,9.9,24,2025-09-07,2027-08-28,Defaulted,No,4723039,4,2025-01-20,Recovery,House,Mother,Yes,196793.0,Neha Gupta,39,F,Savings,785,SME,Hyderabad
NBFC,C67,L1266,Business Loan,Business Expansion,2336328,11.1,48,2021-10-12,2025-09-21,Ongoing,No,2336328,6,,Active,Factory,Husband,No,48674.0,Deepak Kapoor,54,M,Savings,705,SME,Jaipur
NBFC,C280,L1035,Home Loan,Residential Property,4216636,12.3,48,2019-06-18,2023-05-28,Ongoing,No,4216636,0,,Active,House,Brother,Yes,87847.0,Vikram Sharma,46,M,Savings,601,Corporate,Pune
NBFC,C1563,L61,Personal Loan,Debt Consolidation,3045322,14.3,36,2021-07-01,2024-06-15,Ongoing,No,3045322,3,,Active,None,Brother,No,84592.0,Megha Joshi,41,F,Savings,734,SME,Ahmedabad
NBFC,C1222,L1655,Business Loan,Working Capital,1684722,14.9,180,2024-03-28,2039-01-09,Ongoing,No,1684722,1,,Active,Factory,Father,No,9360.0,Anita Nair,25,F,Savings,693,Retail,Gurugram
NBFC,C679,L115,Education Loan,Overseas Study,2461555,8.0,96,2023-08-27,2031-07-16,Defaulted,Yes,2461555,3,2025-07-16,Recovery,None,Wife,No,25641.0,Suresh Rao,48,F,Current,794,Corporate,Lucknow
NBFC,C648,L1359,Home Loan,Residential Property,2398388,10.4,60,2023-12-05,2028-11-08,Closed,No,0,0,,Closed,House,Wife,Yes,39973.0,Anjali Mehta,25,M,Current,751,Retail,Patna
NBFC,C296,L670,Business Loan,Business Expansion,1861761,9.4,24,2024-09-01,2026-08-22,Closed,No,0,0,,Closed,Factory,Husband,No,77573.0,Amit Nair,54,M,Savings,658,SME,Bangalore
NBFC,C1753,L1274,Personal Loan,Debt Consolidation,3006230,10.2,36,2019-01-05,2021-12-20,Ongoing,No,3006230,3,,Active,None,Father,No,83506.0,Deepak Nair,51,F,Current,726,SME,Ahmedabad
NBFC,C1806,L1719,Car Loan,Vehicle Purchase,1951217,13.7,36,2019-10-04,2022-09-18,Defaulted,Yes,1951217,0,2026-11-28,Recovery,Car,None,No,54200.0,Suresh Sharma,42,M,Current,627,Corporate,Ahmedabad
NBFC,C1380,L443,Home Loan,Residential Property,2928009,11.5,120,2020-01-26,2029-12-04,Closed,No,0,0,,Closed,House,None,No,24400.0,Suresh Malhotra,49,M,Current,619,Corporate,Bangalore
NBFC,C1535,L239,Business Loan,Business Expansion,1448155,10.6,60,2019-08-08,2024-07-12,Ongoing,No,1448155,1,,Active,Factory,Husband,Yes,24136.0,Megha Gupta,41,M,Current,603,Corporate,Hyderabad
NBFC,C1713,L126,Home Loan,Renovation,2783526,9.7,36,2024-12-31,2027-12-16,Ongoing,No,2783526,5,,Active,House,Father,No,77320.0,Arjun Malhotra,38,F,Savings,753,Corporate,Patna
NBFC,C421,L1839,Car Loan,Vehicle Purchase,4247013,10.1,60,2021-02-23,2026-01-28,Ongoing,No,4247013,3,,Active,Car,None,No,70784.0,Megha Iyer,25,F,Current,767,SME,Delhi
NBFC,C1630,L1256,Car Loan,Vehicle Purchase,3026745,12.3,96,2024-07-22,2032-06-10,Ongoing,No,3026745,0,,Active,Car,Husband,Yes,31529.0,Sneha Nair,39,M,Savings,678,SME,Mumbai
NBFC,C1620,L820,Car Loan,Vehicle Purchase,3663117,10.1,240,2019-04-29,2039-01-14,Ongoing,No,3663117,4,,Active,Car,Father,Yes,15263.0,Shalini Gupta,42,F,Current,658,Corporate,Delhi
NBFC,C130,L1004,Home Loan,Renovation,1305524,14.6,48,2021-05-22,2025-05-01,Ongoing,No,1305524,2,,Active,House,Wife,No,27198.0,Shreya Mehta,38,F,Savings,747,SME,Lucknow
NBFC,C70,L817,Business Loan,Business Expansion,1160820,10.2,240,2024-07-23,2044-04-09,Ongoing,No,1160820,2,,Active,Factory,None,Yes,4837.0,Arjun Nair,37,F,Current,727,Corporate,Chennai
NBFC,C788,L460,Home Loan,Renovation,4704802,12.3,96,2021-10-14,2029-09-02,Defaulted,Yes,4704802,0,2026-12-11,Recovery,House,Mother,Yes,49008.0,Suresh Bansal,52,M,Savings,771,Corporate,Ahmedabad
NBFC,C1668,L1716,Education Loan,Overseas Study,1477800,9.8,36,2019-06-24,2022-06-08,Closed,No,0,0,,Closed,None,Husband,Yes,41050.0,Rohit Nair,38,F,Savings,709,Retail,Bangalore
NBFC,C1699,L1546,Education Loan,Higher Education,3488265,12.2,96,2022-01-17,2029-12-06,Closed,No,0,0,,Closed,None,None,Yes,36336.0,Shreya Kapoor,31,F,Savings,771,Corporate,Lucknow
NBFC,C213,L1919,Business Loan,Working Capital,872416,7.2,120,2022-06-02,2032-04-10,Ongoing,No,872416,4,,Active,Factory,Wife,No,7270.0,Amit Rao,44,M,Current,723,SME,Lucknow
NBFC,C791,L1650,Education Loan,Higher Education,4584850,7.5,60,2025-08-04,2030-07-09,Ongoing,No,4584850,1,,Active,None,None,Yes,76414.0,Sneha Verma,60,M,Current,753,Corporate,Jaipur
NBFC,C1822,L57,Business Loan,Working Capital,868652,14.8,120,2023-08-06,2033-06-14,Ongoing,No,868652,4,,Active,Factory,Wife,Yes,7239.0,Arjun Rao,30,F,Current,721,SME,Ahmedabad
NBFC,C1349,L1033,Business Loan,Business Expansion,1304429,14.3,36,2024-06-05,2027-05-21,Closed,No,0,0,,Closed,Factory,Husband,Yes,36234.0,Arjun Rao,46,M,Savings,715,Corporate,Lucknow
NBFC,C1320,L339,Business Loan,Startup Funding,347146,12.8,24,2022-02-21,2024-02-11,Ongoing,No,347146,3,,Active,Factory,Brother,No,14464.0,Vikram Rao,54,F,Current,615,SME,Delhi
NBFC,C1575,L1392,Business Loan,Working Capital,1683706,13.3,180,2021-04-03,2036-01-15,Closed,No,0,0,,Closed,Factory,Wife,Yes,9354.0,Kunal Malhotra,33,F,Savings,735,SME,Jaipur
NBFC,C1565,L538,Car Loan,Vehicle Purchase,2949807,11.8,60,2024-04-09,2029-03-14,Ongoing,No,2949807,6,,Active,Car,Brother,Yes,49163.0,Kunal Mehta,54,M,Current,717,SME,Patna
NBFC,C9,L159,Car Loan,Vehicle Purchase,2530052,11.0,24,2020-08-24,2022-08-14,Ongoing,No,2530052,6,,Active,Car,Wife,No,105419.0,Shreya Desai,34,F,Savings,784,SME,Hyderabad
NBFC,C435,L12,Car Loan,Vehicle Purchase,2772679,14.3,24,2020-10-28,2022-10-18,Ongoing,No,2772679,3,,Active,Car,Mother,Yes,115528.0,Shreya Singh,52,M,Current,630,SME,Hyderabad
NBFC,C875,L533,Business Loan,Startup Funding,439362,8.6,96,2023-02-12,2031-01-01,Defaulted,Yes,439362,5,2025-01-21,Recovery,Factory,Mother,No,4577.0,Sneha Desai,33,F,Current,753,Retail,Chennai
NBFC,C458,L45,Personal Loan,Wedding Expenses,3445537,11.7,48,2021-10-08,2025-09-17,Ongoing,No,3445537,1,,Active,None,Father,Yes,71782.0,Shreya Kapoor,43,F,Savings,608,Retail,Hyderabad
NBFC,C1627,L177,Car Loan,Vehicle Purchase,4621913,13.8,240,2022-02-09,2041-10-27,Ongoing,No,4621913,1,,Active,Car,Wife,No,19258.0,Megha Verma,44,F,Current,627,Retail,Mumbai
NBFC,C880,L839,Home Loan,Renovation,1685730,10.2,24,2021-07-09,2023-06-29,Ongoing,No,1685730,0,,Active,House,Brother,Yes,70239.0,Pooja Patel,34,M,Current,714,Retail,Kolkata
NBFC,C615,L1490,Home Loan,Renovation,1219586,7.1,96,2019-06-06,2027-04-25,Defaulted,Yes,1219586,6,2026-05-17,Recovery,House,None,No,12704.0,Deepak Patel,29,F,Current,664,SME,Pune
NBFC,C912,L1672,Personal Loan,Medical Expenses,2151057,7.4,240,2024-09-20,2044-06-07,Ongoing,No,2151057,5,,Active,None,None,Yes,8963.0,Pooja Desai,27,F,Current,743,SME,Gurugram
NBFC,C1865,L1762,Business Loan,Startup Funding,3380458,13.0,36,2024-06-21,2027-06-06,Ongoing,No,3380458,2,,Active,Factory,Mother,Yes,93902.0,Vikram Nair,24,F,Savings,730,Retail,Delhi
NBFC,C1485,L5,Education Loan,Overseas Study,1977851,7.9,180,2019-04-23,2034-02-03,Defaulted,Yes,1977851,2,2026-04-16,Recovery,None,Wife,No,10988.0,Shalini Nair,58,M,Savings,652,SME,Mumbai
NBFC,C825,L535,Education Loan,Overseas Study,747752,12.5,60,2024-11-03,2029-10-08,Closed,No,0,0,,Closed,None,Husband,Yes,12463.0,Shalini Bansal,33,F,Current,668,Corporate,Ahmedabad
NBFC,C1195,L1280,Home Loan,Residential Property,3381059,13.6,120,2020-05-29,2030-04-07,Ongoing,No,3381059,2,,Active,House,None,Yes,28175.0,Megha Rao,28,M,Current,726,Corporate,Kolkata
NBFC,C662,L1960,Business Loan,Startup Funding,1348378,11.5,24,2020-06-13,2022-06-03,Ongoing,No,1348378,5,,Active,Factory,Wife,No,56182.0,Kunal Sharma,24,F,Current,747,SME,Hyderabad
NBFC,C757,L1880,Personal Loan,Medical Expenses,4791120,11.4,36,2021-02-12,2024-01-28,Ongoing,No,4791120,4,,Active,None,Brother,No,133087.0,Suresh Gupta,51,M,Current,752,Retail,Jaipur
NBFC,C1510,L1936,Home Loan,Renovation,2633850,8.1,96,2022-03-15,2030-02-01,Ongoing,No,2633850,0,,Active,House,Wife,No,27436.0,Rahul Rao,47,F,Savings,638,Retail,Lucknow
NBFC,C1643,L1616,Education Loan,Overseas Study,4743365,10.2,60,2024-03-22,2029-02-24,Ongoing,No,4743365,1,,Active,None,None,Yes,79056.0,Vikram Iyer,47,F,Savings,698,SME,Mumbai
NBFC,C1014,L1222,Personal Loan,Wedding Expenses,529875,13.0,36,2021-01-12,2023-12-28,Closed,No,0,0,,Closed,None,Mother,Yes,14719.0,Rahul Bansal,58,M,Current,697,Corporate,Gurugram
NBFC,C72,L1825,Car Loan,Vehicle Purchase,800320,13.3,96,2022-10-19,2030-09-07,Ongoing,No,800320,1,,Active,Car,Wife,No,8337.0,Sunita Mehta,30,M,Current,691,SME,Bangalore
NBFC,C1348,L749,Car Loan,Vehicle Purchase,1184376,8.9,96,2023-04-04,2031-02-21,Ongoing,No,1184376,3,,Active,Car,Wife,No,12337.0,Shalini Rathi,27,M,Current,719,Retail,Mumbai
NBFC,C278,L501,Personal Loan,Debt Consolidation,4769211,12.9,120,2021-10-08,2031-08-17,Ongoing,No,4769211,5,,Active,None,Mother,No,39743.0,Deepak Nair,48,M,Savings,659,SME,Kolkata
NBFC,C440,L574,Home Loan,Renovation,3060317,7.0,36,2019-09-06,2022-08-21,Closed,No,0,0,,Closed,House,Husband,Yes,85009.0,Megha Verma,47,F,Savings,749,Corporate,Pune
NBFC,C117,L1095,Business Loan,Business Expansion,2313268,12.0,60,2019-01-14,2023-12-19,Defaulted,Yes,2313268,3,2026-12-28,Recovery,Factory,Mother,Yes,38554.0,Neha Gupta,40,M,Savings,736,Retail,Delhi
NBFC,C514,L1613,Car Loan,Vehicle Purchase,1337255,12.2,180,2020-08-29,2035-06-12,Closed,No,0,0,,Closed,Car,Father,Yes,7429.0,Anjali Kumar,40,F,Current,653,SME,Kolkata
NBFC,C967,L1439,Car Loan,Vehicle Purchase,3221722,9.3,180,2022-07-29,2037-05-11,Ongoing,No,3221722,6,,Active,Car,None,Yes,17898.0,Rahul Rao,35,F,Savings,733,Retail,Bangalore
NBFC,C1892,L905,Business Loan,Working Capital,4357987,13.0,120,2022-05-05,2032-03-13,Ongoing,No,4357987,0,,Active,Factory,Brother,Yes,36317.0,Suresh Mehta,39,F,Savings,701,Corporate,Pune
NBFC,C906,L1202,Business Loan,Startup Funding,3635333,12.3,240,2020-08-28,2040-05-15,Closed,No,0,0,,Closed,Factory,Father,Yes,15147.0,Sneha Sharma,41,F,Current,628,SME,Chennai
NBFC,C123,L624,Personal Loan,Medical Expenses,346643,11.6,60,2021-02-07,2026-01-12,Ongoing,No,346643,1,,Active,None,Wife,Yes,5777.0,Rahul Iyer,46,F,Savings,699,Retail,Delhi
NBFC,C1811,L1917,Car Loan,Vehicle Purchase,715334,14.5,24,2024-10-28,2026-10-18,Defaulted,No,715334,2,2024-04-06,Recovery,Car,Father,No,29806.0,Vikram Iyer,30,F,Savings,735,Corporate,Bangalore
NBFC,C1067,L1528,Home Loan,Residential Property,1944378,12.4,96,2025-03-05,2033-01-22,Ongoing,No,1944378,4,,Active,House,None,No,20254.0,Amit Nair,60,M,Current,632,Retail,Mumbai
NBFC,C1904,L1421,Business Loan,Working Capital,1826394,12.1,180,2023-08-31,2038-06-13,Ongoing,No,1826394,0,,Active,Factory,Wife,Yes,10147.0,Megha Joshi,51,F,Savings,724,Retail,Kolkata
NBFC,C1163,L169,Car Loan,Vehicle Purchase,4203489,8.0,60,2023-02-21,2028-01-26,Ongoing,No,4203489,5,,Active,Car,Wife,Yes,70058.0,Megha Malhotra,51,M,Current,725,Corporate,Mumbai
NBFC,C295,L1467,Business Loan,Business Expansion,581216,8.6,24,2019-12-19,2021-12-08,Ongoing,No,581216,4,,Active,Factory,Wife,No,24217.0,Sunita Joshi,34,F,Current,659,Retail,Delhi
NBFC,C1018,L638,Education Loan,Overseas Study,1905262,14.6,36,2025-10-22,2028-10-06,Ongoing,No,1905262,0,,Active,None,Brother,Yes,52924.0,Megha Joshi,46,F,Savings,607,Retail,Mumbai
NBFC,C984,L1290,Education Loan,Higher Education,1531708,14.5,120,2019-06-13,2029-04-21,Ongoing,No,1531708,5,,Active,None,Wife,Yes,12764.0,Arjun Rathi,33,M,Savings,662,Retail,Gurugram
NBFC,C450,L50,Personal Loan,Medical Expenses,1369479,7.8,240,2023-02-16,2042-11-03,Ongoing,No,1369479,3,,Active,None,Father,No,5706.0,Shreya Nair,38,F,Current,645,Corporate,Hyderabad
NBFC,C1448,L967,Home Loan,Renovation,1046792,7.3,96,2023-08-16,2031-07-05,Ongoing,No,1046792,6,,Active,House,Husband,Yes,10904.0,Shalini Singh,35,M,Savings,738,Retail,Bangalore
NBFC,C1142,L770,Education Loan,Higher Education,1267147,11.4,36,2020-06-18,2023-06-03,Ongoing,No,1267147,2,,Active,None,None,No,35199.0,Amit Rao,32,M,Savings,620,Retail,Lucknow
NBFC,C1679,L1498,Personal Loan,Medical Expenses,3763037,14.8,24,2025-07-06,2027-06-26,Ongoing,No,3763037,0,,Active,None,Mother,No,156793.0,Rohit Rao,55,F,Current,775,Retail,Hyderabad
NBFC,C1658,L1604,Personal Loan,Medical Expenses,1857074,10.7,240,2024-10-23,2044-07-10,Closed,No,0,0,,Closed,None,Wife,Yes,7738.0,Rohit Kumar,44,F,Savings,735,Corporate,Ahmedabad
NBFC,C1955,L650,Personal Loan,Wedding Expenses,2768928,11.3,240,2021-09-03,2041-05-21,Ongoing,No,2768928,1,,Active,None,None,No,11537.0,Deepak Verma,36,F,Current,686,SME,Patna
NBFC,C1983,L352,Education Loan,Higher Education,4906244,12.3,96,2020-12-22,2028-11-10,Ongoing,No,4906244,0,,Active,None,Father,Yes,51107.0,Rahul Rathi,60,F,Savings,662,SME,Mumbai
NBFC,C538,L681,Education Loan,Overseas Study,4102191,14.9,180,2019-05-10,2034-02-20,Ongoing,No,4102191,3,,Active,None,Father,No,22790.0,Deepak Sharma,40,F,Current,634,SME,Gurugram
NBFC,C147,L1535,Car Loan,Vehicle Purchase,1387145,12.6,180,2019-06-25,2034-04-07,Ongoing,No,1387145,0,,Active,Car,None,No,7706.0,Megha Verma,36,F,Savings,626,Corporate,Ahmedabad
NBFC,C364,L387,Personal Loan,Debt Consolidation,3997497,10.1,96,2024-01-23,2031-12-12,Closed,No,0,0,,Closed,None,None,Yes,41641.0,Sneha Nair,52,F,Savings,784,Corporate,Ahmedabad
NBFC,C1780,L1166,Home Loan,Renovation,3994403,12.3,60,2023-12-20,2028-11-23,Ongoing,No,3994403,5,,Active,House,Wife,No,66573.0,Megha Rao,55,M,Current,664,Corporate,Jaipur
NBFC,C1458,L1052,Personal Loan,Medical Expenses,4310934,9.0,120,2024-03-03,2034-01-10,Defaulted,Yes,4310934,1,2024-05-29,Recovery,None,Brother,No,35924.0,Rohit Joshi,32,F,Savings,714,Retail,Delhi
NBFC,C1911,L919,Car Loan,Vehicle Purchase,3756849,13.0,96,2024-11-27,2032-10-16,Ongoing,No,3756849,2,,Active,Car,Brother,Yes,39134.0,Vikram Kapoor,30,M,Savings,720,Corporate,Gurugram
NBFC,C1289,L49,Car Loan,Vehicle Purchase,2226831,12.4,48,2023-05-27,2027-05-06,Ongoing,No,2226831,2,,Active,Car,Father,No,46392.0,Vikram Iyer,22,F,Current,780,Corporate,Bangalore
NBFC,C1328,L336,Education Loan,Higher Education,200561,9.5,36,2019-08-23,2022-08-07,Ongoing,No,200561,6,,Active,None,Father,Yes,5571.0,Kunal Rathi,36,M,Savings,753,SME,Patna
NBFC,C1281,L1918,Car Loan,Vehicle Purchase,3307813,12.6,96,2023-09-20,2031-08-09,Defaulted,Yes,3307813,5,2026-08-10,Recovery,Car,Brother,No,34456.0,Sneha Iyer,43,M,Savings,681,SME,Delhi
NBFC,C970,L1648,Education Loan,Higher Education,4035819,8.5,120,2022-06-08,2032-04-16,Ongoing,No,4035819,1,,Active,None,Brother,No,33632.0,Meera Kumar,44,F,Current,650,Corporate,Patna
NBFC,C1364,L316,Education Loan,Higher Education,3244804,9.2,96,2022-11-22,2030-10-11,Ongoing,No,3244804,6,,Active,None,Father,No,33800.0,Meera Verma,39,M,Current,732,Retail,Bangalore
NBFC,C133,L1174,Home Loan,Residential Property,3452742,11.1,48,2022-02-17,2026-01-27,Ongoing,No,3452742,5,,Active,House,Wife,Yes,71932.0,Neha Patel,47,M,Current,776,SME,Gurugram
NBFC,C315,L723,Education Loan,Overseas Study,785893,12.6,60,2021-09-16,2026-08-21,Closed,No,0,0,,Closed,None,Father,No,13098.0,Kunal Rao,31,F,Savings,668,Corporate,Ahmedabad
NBFC,C455,L1374,Education Loan,Overseas Study,282041,10.6,240,2022-02-01,2041-10-19,Ongoing,No,282041,2,,Active,None,Brother,Yes,1175.0,Anjali Nair,21,M,Current,629,Corporate,Lucknow
NBFC,C698,L1335,Personal Loan,Wedding Expenses,2429517,12.4,36,2020-04-23,2023-04-08,Closed,No,0,0,,Closed,None,Husband,No,67487.0,Meera Rao,47,F,Savings,765,SME,Delhi
NBFC,C1376,L394,Car Loan,Vehicle Purchase,3968905,11.8,48,2024-12-16,2028-11-25,Ongoing,No,3968905,2,,Active,Car,None,No,82686.0,Rahul Desai,25,M,Current,603,SME,Patna
